gene_symbol,probe_id,probe_name,gene_id,gene_name,entrez_id,chromosome,sst_cor
AC090360.1,1011938,CUST_8204_PI416261804,133666,heat shock factor binding protein 1-like 1,440498,18,-0.11719453848870552
AC091565.3,1021901,A_23_P346048,125085,hect domain and RLD 2 pseudogene 2,400322,15,-0.22497928150842803
AC091878.1,1014434,A_32_P27657,94650,uncharacterized LOC285696,285696,5,-0.24909707100621792
AC092070.5,1010769,CUST_4288_PI416261804,153135,"family with sequence similarity 90, member A27, pseudogene",646508,19,-0.15053870410013928
AC092143.3,1036540,A_23_P206454,60225,CENPB DNA-binding domains containing 1,92806,16,-0.019269559392327905
AC092324.1,1020431,A_32_P115515,169061,shisa homolog 9 (Xenopus laevis),729993,16,0.5159620458841099
AC092329.2,1012072,CUST_4247_PI416261804,1000944,importin 5 pseudogene,100132815,19,-0.2122603816977297
AC092436.3,1045895,A_23_P426021,22986,sel-1 suppressor of lin-12-like 3 (C. elegans),23231,4,0.13092954655133401
AC092490.2,1024342,A_24_P7157,36767,ribosomal modification protein rimK-like family member B,57494,12,0.15561707532963232
AC093283.3,1061259,A_23_P81298,40885,190 kDa guanine nucleotide exchange factor,64283,5,0.4972185705106223
AC093310.1,1043242,A_23_P319005,31097,HMP19 protein,51617,5,0.5384637697842722
AC093726.2,1017267,CUST_629_PI417507815,1002948,uncharacterized LOC100132707,100132707,7,-0.0022706996672661093
AC093734.11,1017284,A_23_P123086,77520,uncharacterized LOC114796,114796,7,0.379771009876147
AC093838.4,1015807,A_24_P237870,80925,"sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3) pseudogene",150776,2,-1.3831193151025525e-4
AC094086.1,1032286,CUST_5999_PI416261804,94639,chromosome 5 open reading frame 64,285668,5,-0.11791921106703979
AC097067.1,1022428,CUST_1303_PI416379584,158893,LEF1 antisense RNA 1 (non-protein coding),641518,4,-0.10254873466967555
AC098591.2,1018632,A_24_P698136,110150,acyl-CoA thioesterase 7 pseudogene,344967,4,0.3197519341814687
AC099524.1,1024823,A_23_P100263,56561,c-Maf inducing protein,80790,16,0.014308765968436473
AC099797.1,1010917,CUST_1122_PI416379584,181491,"regulatory factor X, 8",731220,2,-0.37534320733304294
AC100775.1,1064106,A_23_P345212,94230,biorientation of chromosomes in cell division 1-like 2,284257,18,0.13557437083797028
AC100793.3,1016655,A_32_P83000,122949,uncharacterized LOC388387,388387,17,0.21935054849024851
AC100803.1,1031351,CUST_1613_PI416261804,123540,FLJ43860 protein,389690,8,-0.4578706857834302
AC103965.1,1015960,A_23_P398275,122854,uncharacterized LOC388152,388152,15,-0.12125383383310011
AC104665.1,1011172,CUST_73_PI416379584,123203,major facilitator superfamily domain containing 2B,388931,2,-0.10573605098776769
AC105206.1,1017364,A_23_P433229,9652,phytanoyl-CoA 2-hydroxylase interacting protein,9796,8,0.06455468568487285
AC106037.2,1051263,A_23_P107644,6592,small nuclear ribonucleoprotein D1 polypeptide 16kDa,6632,18,0.31745530451214515
AC106739.1,1061234,A_24_P882871,125133,uncharacterized LOC400512,400512,16,-0.17097042655907116
AC106818.2,1014523,CUST_14870_PI416261804,134217,uncharacterized LOC441094,441094,5,0.15718281352680655
AC107883.1,1010796,A_24_P109652,55637,NKF3 kinase family member,79834,15,0.017340504888897434
AC107983.3,1017637,A_23_P421513,85654,ubiquitin specific peptidase 32 pseudogene 2,220594,17,-0.0109529339240133
AC108134.5,1019182,CUST_4036_PI416261804,83475,"caspase 16, apoptosis-related cysteine peptidase (putative)",197350,16,-0.18363793228223152
AC108938.1,1018919,A_24_P595369,1003408,glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast) pseudogene,100288570,2,0.25788179258435945
AC109486.1,1070097,A_23_P335277,25608,prostate androgen-regulated transcript 1 (non-protein coding),25859,5,-0.09107071032122206
AC110619.2,1019596,A_24_P264059,1001974,uncharacterized LOC100130449,100130449,2,-0.1519382573943206
AC110754.1,1048275,A_23_P329768,9543,growth regulation by estrogen in breast cancer 1,9687,2,-0.18570585144748117
AC110760.2,1030885,A_23_P212779,25598,prostate androgen-regulated mucin-like protein 1,25849,4,-0.40310391558779324
AC110814.1,1044692,CUST_732_PI416261804,26810,DNA segment on chromosome 4 (unique) 234 expressed sequence,27065,4,0.040854660319996336
AC112641.2,1018022,A_23_P305245,125451,chromosome 3 open reading frame 80,401097,3,0.0944414986416826
AC113191.1,1037783,CUST_7538_PI416261804,58407,protein kinase-like protein SgK196,84197,8,-0.049782585249351766
AC114947.2,1033801,A_23_P254863,81697,serine/threonine-protein kinase NIM1,167359,5,-0.0780822419297822
AC115090.1,1038471,A_24_P57977,56499,SRC kinase signaling inhibitor 1,80725,17,-0.09996798828926026
AC116165.2,1017498,A_24_P50972,94074,golgin A6 family-like 1,283767,15,0.06996358315299758
AC116655.15,1010868,A_24_P272917,170896,ubiquitin carboxyl-terminal hydrolase 17-like,728373,4,-0.017485242728877155
AC120024.1,1032495,A_24_P361457,94192,endonuclease V,284131,17,0.13878937183677048
AC120045.5,1012329,A_24_P204290,166733,"golgin A8 family, member J",653073,15,-0.16259152658539974
AC120114.2,1017261,A_24_P865226,133534,uncharacterized LOC440356,440356,16,0.14983058796537255
AC125232.1,1018660,A_24_P829541,94464,anaphase promoting complex subunit 1 pseudogene,285074,2,-0.16041186630233975
AC126544.1,1018464,A_24_P305038,80580,chromosome 17 open reading frame 69,147081,17,-0.2465343259741511
AC128683.1,1014126,CUST_6848_PI416261804,79489,"collagen, type VI, alpha 6",131873,3,0.019742831058578367
AC130416.1,1025657,CUST_1292_PI416573500,123303,proline rich 23B,389151,3,-0.14448569817405493
AC130454.1,1040097,A_23_P349463,40571,calcineurin-like EF hand protein 2,63928,16,0.2304102034911657
AC130686.2,1047178,A_24_P407866,10462,leprecan-like 4,10609,17,0.11813263942386773
AC131238.1,1042785,CUST_9591_PI416261804,33912,V-set and immunoglobulin domain containing 10,54621,12,-0.1359907603692336
AC132186.2,1016127,A_32_P153195,80506,"brain expressed, associated with NEDD4, 1",146227,16,-0.1303559113645757
AC132812.1,1014725,CUST_4109_PI416261804,80565,Rho GTPase activating protein 27 pseudogene,146880,17,-0.05548642026829203
AC133485.2,1017834,A_24_P792130,1003103,HECT and RLD domain containing E3 ubiquitin protein ligase 2 pseudogene,100289574,16,-0.2620303844852122
AC134312.1,1015977,CUST_515_PI417507815,125146,uncharacterized LOC400553,400553,16,-0.009473824184867903
AC134982.1,1027354,CUST_375_PI416573500,126289,"olfactory receptor, family 4, subfamily A, member 47",403253,11,-0.006762253319637763
AC135050.2,1021865,CUST_6690_PI416261804,109616,"protease, serine, 53",339105,16,0.011791742463523316
AC135178.1,1013612,A_24_P92640,1001720,uncharacterized LOC100128288,100128288,17,-0.11883523538201538
AC135457.3,1011800,A_32_P53852,83675,spermatogenesis associated 24,202051,5,0.36958923662433923
AC135592.2,1015310,A_24_P161581,168534,shisa homolog 7 (Xenopus laevis),729956,19,-0.17585304645089522
AC135731.1,1015170,CUST_10777_PI416261804,25831,uncharacterized LOC26082,26082,15,-0.12790877175784796
AC135983.8,1021215,A_32_P76853,171810,golgin subfamily A member 8-like protein 2-like,728047,15,-0.3312251785067175
AC135995.5,1016737,A_24_P366390,133478,golgin A6 family-like 9,440295,15,-0.11284903632290984
AC136443.1,1013171,A_32_P215179,159018,nuclear pore complex-interacting protein-like 1-like,642778,16,-0.2596280908058193
AC136604.1,1019378,A_24_P33461,94643,chromosome 5 open reading frame 60,285679,5,-0.10977129486109465
AC136632.1,1026073,A_23_P58747,22893,NEDD4 binding protein 3,23138,5,0.10522302102046947
AC138028.2,1011507,CUST_4031_PI416261804,109612,uncharacterized protein FLJ40448,339059,16,-0.2166787473506944
AC138472.2,1011445,CUST_4230_PI416261804,80631,"immunoglobulin superfamily, member 23",147710,19,0.017167169961460626
AC138951.4,1017484,A_24_P84822,171553,"glucuronidase, beta pseudogene 1",728411,5,-0.17359291065946808
AC139099.1,1021328,A_24_P153043,123042,ribosomal protein L23a pseudogene,388574,17,0.0814928894626389
AC139768.2,1022830,A_23_P64837,36504,small cell adhesion glycoprotein,57228,12,-0.09195068525982393
AC141586.5,1018696,A_23_P305616,166994,potassium channel tetramerisation domain containing 5 pseudogene,652276,16,-0.3462217744643984
AC145098.2,1042835,A_32_P170368,33831,"family with sequence similarity 193, member B",54540,5,-0.06333603450657106
AC174470.1,1015957,A_24_P237878,110380,"family with sequence similarity 195, member B",348262,17,0.3541309447441015
AC183087.2,1022604,A_23_P10591,133604,aminopeptidase puromycin sensitive pseudogene,440434,17,0.31240146895066
AC217771.1,1033954,CUST_4779_PI416261804,81548,signal peptide peptidase like 2C,162540,17,-0.04044879690184679
AC217773.2,1016061,A_24_P221327,159020,KANSL1 antisense RNA 1 (non-protein coding),644246,17,0.34380801328009764
AC226150.1,1013211,CUST_3755_PI416261804,152804,anomalous homeobox,647589,12,-0.07072150571002488
AC233723.1,1010384,CUST_1109_PI416379584,1000062,chromosome 17 open reading frame 107,100130311,17,-0.17187741970775405
ACAA1,1016471,A_23_P69339,27,acetyl-CoA acyltransferase 1,30,3,0.07511088590130938
ACAA2,1047392,CUST_10993_PI416261804,10302,acetyl-CoA acyltransferase 2,10449,18,0.15250430061123182
ACACA,1067610,A_32_P65157,28,acetyl-CoA carboxylase alpha,31,17,0.2187328779477945
ACACB,1059471,CUST_13289_PI416261804,29,acetyl-CoA carboxylase beta,32,12,0.06308366158249867
ACAD10,1012489,A_24_P227450,56498,"acyl-CoA dehydrogenase family, member 10",80724,12,-0.09778636430026481
ACAD11,1037838,A_23_P212497,58340,"acyl-CoA dehydrogenase family, member 11",84129,3,-0.21790825961299398
ACAD8,1044710,A_24_P4678,26779,"acyl-CoA dehydrogenase family, member 8",27034,11,0.0804441547622299
ACAD9,1044381,A_23_P132405,28712,"acyl-CoA dehydrogenase family, member 9",28976,3,0.3084855627188861
ACADL,1059469,CUST_10623_PI416261804,30,"acyl-CoA dehydrogenase, long chain",33,2,0.38617063351011227
ACADM,1013351,CUST_16057_PI416261804,31,"acyl-CoA dehydrogenase, C-4 to C-12 straight chain",34,1,-0.09039571966869481
ACADS,1059467,A_23_P65022,32,"acyl-CoA dehydrogenase, C-2 to C-3 short chain",35,12,0.27451864949552984
ACADSB,1059464,A_32_P31945,33,"acyl-CoA dehydrogenase, short/branched chain",36,10,-0.23806109514220933
ACADVL,1059462,A_23_P207650,34,"acyl-CoA dehydrogenase, very long chain",37,17,0.11894714296660576
ACAN,1024307,A_23_P307310,173,aggrecan,176,15,-0.512761244892482
ACAP1,1048200,A_24_P630640,9600,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",9744,17,0.14677385846787414
ACAP2,1045600,A_23_P211773,23282,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",23527,3,-0.17148208224644393
ACAP3,1036001,A_23_P23630,78288,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3",116983,1,0.04285929304637529
ACAT1,1059460,A_23_P24515,35,acetyl-CoA acetyltransferase 1,38,11,0.3247797480928997
ACAT2,1059459,A_23_P31135,36,acetyl-CoA acetyltransferase 2,39,6,0.3925609057214166
ACBD3,1067191,A_23_P200477,41321,acyl-CoA binding domain containing 3,64746,1,0.08951973801477196
ACBD4,1019536,A_24_P366122,55580,acyl-CoA binding domain containing 4,79777,17,-0.07147834903782013
ACBD5,1021289,A_23_P97795,60051,acyl-CoA binding domain containing 5,91452,10,-0.15607893409424134
ACBD6,1037647,A_23_P52127,58530,acyl-CoA binding domain containing 6,84320,1,0.35237934123965453
ACBD7,1022345,CUST_266_PI417507815,128527,acyl-CoA binding domain containing 7,414149,10,0.028130567245736485
ACCN1,1059455,A_32_P159612,37,acid-sensing (proton-gated) ion channel 2,40,17,0.5847015204617688
ACCN2,1030872,A_23_P204751,38,acid-sensing (proton-gated) ion channel 1,41,12,0.03820936512599496
ACCN3,1048746,CUST_8962_PI416261804,9177,acid-sensing (proton-gated) ion channel 3,9311,7,-0.1513480883019407
ACCN4,1023404,A_24_P405375,34804,acid-sensing (proton-gated) ion channel family member 4,55515,2,0.23852776662679218
ACCS,1017291,A_23_P24586,58878,1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional),84680,11,0.1594110625556848
ACD,1016711,A_23_P26375,41581,adrenocortical dysplasia homolog (mouse),65057,16,0.12287111944069508
ACER1,1035624,A_23_P38952,79092,alkaline ceramidase 1,125981,19,-0.11711563480951659
ACER2,1028753,CUST_1266_PI416573500,109860,alkaline ceramidase 2,340485,9,-0.039131225174530326
ACER3,1041973,A_24_P244420,34620,alkaline ceramidase 3,55331,11,-0.14262358655687166
ACHE,1022702,A_24_P60845,40,acetylcholinesterase,43,7,0.008125086108429694
ACIN1,1046122,A_23_P14389,22740,apoptotic chromatin condensation inducer 1,22985,14,-0.18112999978209524
ACLY,1024468,A_23_P66787,44,ATP citrate lyase,47,17,-0.12792979604637128
ACN9,1041014,CUST_6128_PI416261804,36280,ACN9 homolog (S. cerevisiae),57001,7,-0.23306234974288464
ACO1,1012009,A_23_P9416,45,"aconitase 1, soluble",48,9,0.03283505593340582
ACO2,1059453,A_23_P103149,47,"aconitase 2, mitochondrial",50,22,0.2674013363057479
ACOT11,1028370,A_23_P417415,25776,acyl-CoA thioesterase 11,26027,1,-0.04961643715899469
ACOT13,1015983,A_23_P42514,35144,acyl-CoA thioesterase 13,55856,6,0.04977245472798883
ACOT2,1046748,A_24_P161036,10807,acyl-CoA thioesterase 2,10965,14,0.523181892832431
ACOT4,1035768,A_23_P14515,78933,acyl-CoA thioesterase 4,122970,14,0.30719446107910914
ACOT7,1024733,A_24_P205589,11167,acyl-CoA thioesterase 7,11332,1,0.4534806020086732
ACOT8,1047929,CUST_832_PI416379584,9861,acyl-CoA thioesterase 8,10005,20,0.5998661181364529
ACOT9,1022264,A_23_P125624,23351,acyl-CoA thioesterase 9,23597,X,-0.10104519286018948
ACOX1,1029686,A_23_P206945,48,"acyl-CoA oxidase 1, palmitoyl",51,17,0.04534581091047285
ACOX2,1049864,A_23_P10182,8251,"acyl-CoA oxidase 2, branched chain",8309,3,0.272193219894384
ACOX3,1018151,A_23_P316381,8252,"acyl-CoA oxidase 3, pristanoyl",8310,4,0.3465119394084136
ACP1,1059450,A_23_P56798,49,"acid phosphatase 1, soluble",52,2,0.4318024099305668
ACP2,1059448,A_23_P138776,50,"acid phosphatase 2, lysosomal",53,11,0.15098242263862152
ACP5,1015989,A_23_P142075,51,"acid phosphatase 5, tartrate resistant",54,19,0.15388233251521832
ACP6,1043641,A_23_P160240,30687,"acid phosphatase 6, lysophosphatidic",51205,1,-0.062370174902273916
ACPL2,1022254,A_23_P57760,60176,acid phosphatase-like 2,92370,3,-0.020533165245089448
ACPP,1012878,CUST_11152_PI416261804,52,"acid phosphatase, prostate",55,3,0.013450951409430995
ACPT,1036456,A_23_P330419,60304,"acid phosphatase, testicular",93650,19,-0.049218348444654975
ACR,1010980,A_32_P191262,46,acrosin,49,22,-0.11444838053975692
ACRBP,1037552,A_23_P151120,58720,acrosin binding protein,84519,12,-0.016719760752613767
ACRC,1036448,A_23_P171237,60601,acidic repeat containing,93953,X,-0.11350732439475418
ACRV1,1025732,A_23_P202894,53,acrosomal vesicle protein 1,56,11,-0.1087687319898684
ACSBG1,1045917,A_23_P54488,22960,acyl-CoA synthetase bubblegum family member 1,23205,15,0.0552520822628836
ACSF2,1038579,CUST_6548_PI416261804,56022,acyl-CoA synthetase family member 2,80221,17,-0.049521505108994716
ACSF3,1010972,A_32_P218332,83470,acyl-CoA synthetase family member 3,197322,16,-0.14356287793076608
ACSL1,1057080,A_23_P110212,2165,acyl-CoA synthetase long-chain family member 1,2180,4,-0.06696010606680211
ACSL3,1060599,A_23_P108394,2166,acyl-CoA synthetase long-chain family member 3,2181,2,-0.23294157563006296
ACSL4,1057079,CUST_15065_PI416261804,2167,acyl-CoA synthetase long-chain family member 4,2182,X,0.2789574267731232
ACSL5,1025285,CUST_9901_PI416261804,31183,acyl-CoA synthetase long-chain family member 5,51703,10,-0.03346991182612839
ACSL6,1030121,CUST_16291_PI416261804,23060,acyl-CoA synthetase long-chain family member 6,23305,5,-0.4030137808296821
ACSM1,1036055,CUST_10962_PI416261804,77760,acyl-CoA synthetase medium-chain family member 1,116285,16,0.1362281996453727
ACSM2A,1023579,A_24_P220548,78967,acyl-CoA synthetase medium-chain family member 2A,123876,16,-0.07699040923153032
ACSM3,1051819,A_24_P934800,6262,acyl-CoA synthetase medium-chain family member 3,6296,16,0.1603836038852567
ACSM5,1067737,A_23_P44919,34277,acyl-CoA synthetase medium-chain family member 5,54988,16,0.39141803059755526
ACSS1,1037534,A_23_P120594,58733,acyl-CoA synthetase short-chain family member 1,84532,20,0.06877231989121474
ACSS2,1041442,A_23_P73992,35189,acyl-CoA synthetase short-chain family member 2,55902,20,-0.08692396221350591
ACSS3,1039177,CUST_7780_PI416261804,55414,acyl-CoA synthetase short-chain family member 3,79611,12,0.053417669381829215
ACTA1,1059444,A_23_P1102,55,"actin, alpha 1, skeletal muscle",58,1,0.4383441129005583
ACTA2,1059442,A_23_P150053,56,"actin, alpha 2, smooth muscle, aorta",59,10,0.15823894387509352
ACTB,1059437,A_32_P137939,57,"actin, beta",60,7,0.1391282396020143
ACTBL2,1024643,A_24_P6903,110184,"actin, beta-like 2",345651,5,-0.13113794024891356
ACTC1,1059436,A_24_P121535,67,"actin, alpha, cardiac muscle 1",70,15,0.13074375937374888
ACTG1,1059432,A_32_P175198,68,"actin, gamma 1",71,17,0.5336953352618653
ACTG1P4,1019543,CUST_213_PI417507815,171143,"actin, gamma 1 pseudogene 4",648740,1,0.37121929924952496
ACTG2,1059430,A_23_P39955,69,"actin, gamma 2, smooth muscle, enteric",72,2,0.16169649485108842
ACTL6A,1025868,A_23_P69249,83,actin-like 6A,86,3,0.08769617301929891
ACTL6B,1043412,A_23_P145681,30893,actin-like 6B,51412,7,0.1371820237924824
ACTL8,1038323,A_32_P176018,57271,actin-like 8,81569,1,-0.09640144863829307
ACTL9,1032440,CUST_6030_PI416261804,94282,actin-like 9,284382,19,0.014736727579058724
ACTN1,1018775,A_23_P105957,84,"actinin, alpha 1",87,14,0.07889091695064555
ACTN2,1059426,A_23_P115021,85,"actinin, alpha 2",88,1,0.19882042544567136
ACTN3,1059424,A_23_P138881,86,"actinin, alpha 3",89,11,0.005685783635387298
ACTN4,1059428,A_23_P101655,78,"actinin, alpha 4",81,19,-0.2129888265558851
ACTR10,1041479,A_23_P151690,35148,actin-related protein 10 homolog (S. cerevisiae),55860,14,0.4649466898983705
ACTR1A,1047810,A_24_P261326,9976,"ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)",10121,10,0.575380610673481
ACTR1B,1047813,CUST_6537_PI416261804,9975,"ARP1 actin-related protein 1 homolog B, centractin beta (yeast)",10120,2,-0.3412664741915127
ACTR2,1047843,A_23_P377376,9952,ARP2 actin-related protein 2 homolog (yeast),10097,2,-0.29200340774723477
ACTR3,1047845,A_23_P108785,9951,ARP3 actin-related protein 3 homolog (yeast),10096,2,0.39562473156190536
ACTR3B,1021781,A_23_P123193,36456,ARP3 actin-related protein 3 homolog B (yeast),57180,7,0.44659643248600694
